id,name,height,weight,base_experience,hp,attack,defense,special_attack,special_defense,speed,primary_type,n_types,sec_type_bug,sec_type_dark,sec_type_dragon,sec_type_electric,sec_type_fairy,sec_type_fighting,sec_type_fire,sec_type_flying,sec_type_ghost,sec_type_grass,sec_type_ground,sec_type_ice,sec_type_none,sec_type_normal,sec_type_poison,sec_type_psychic,sec_type_rock,sec_type_steel,sec_type_water
589,escavalier,10,330,173.0,70,135,105,60,105,20,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
590,foongus,2,10,59.0,69,55,45,55,55,15,grass,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
591,amoonguss,6,105,162.0,114,85,70,85,80,30,grass,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
592,frillish-male,12,330,67.0,55,40,50,65,85,40,water,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
593,jellicent-male,22,1350,168.0,100,60,70,85,105,60,water,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
594,alomomola,12,316,165.0,165,75,80,40,45,65,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
595,joltik,1,6,64.0,50,47,50,57,50,65,bug,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596,galvantula,8,143,165.0,70,77,60,97,60,108,bug,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597,ferroseed,6,188,61.0,44,50,91,24,86,10,grass,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
598,ferrothorn,10,1100,171.0,74,94,131,54,116,20,grass,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
599,klink,3,210,60.0,40,55,70,45,60,30,steel,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
600,klang,6,510,154.0,60,80,95,70,85,50,steel,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
601,klinklang,6,810,234.0,60,100,115,70,85,90,steel,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
602,tynamo,2,3,55.0,35,55,40,45,40,60,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
603,eelektrik,12,220,142.0,65,85,70,75,70,40,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
604,eelektross,21,805,232.0,85,115,80,105,80,50,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
605,elgyem,5,90,67.0,55,55,55,85,55,30,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
606,beheeyem,10,345,170.0,75,75,75,125,95,40,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
607,litwick,3,31,55.0,50,30,55,65,55,20,ghost,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
608,lampent,6,130,130.0,60,40,60,95,60,55,ghost,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
609,chandelure,10,343,234.0,60,55,90,145,90,80,ghost,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
610,axew,6,180,64.0,46,87,60,30,40,57,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
611,fraxure,10,360,144.0,66,117,70,40,50,67,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
612,haxorus,18,1055,243.0,76,147,90,60,70,97,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
613,cubchoo,5,85,61.0,55,70,40,60,40,40,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
614,beartic,26,2600,177.0,95,130,80,70,80,50,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
615,cryogonal,11,1480,180.0,80,50,50,95,135,105,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
616,shelmet,4,77,61.0,50,40,85,40,65,25,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
617,accelgor,8,253,173.0,80,70,40,100,60,145,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
618,stunfisk,7,110,165.0,109,66,84,81,99,32,ground,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
619,mienfoo,9,200,70.0,45,85,50,55,50,65,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
620,mienshao,14,355,179.0,65,125,60,95,60,105,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
621,druddigon,16,1390,170.0,77,120,90,60,90,48,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
622,golett,10,920,61.0,59,74,50,35,50,35,ground,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
623,golurk,28,3300,169.0,89,124,80,55,80,55,ground,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
624,pawniard,5,102,68.0,45,85,70,40,40,60,dark,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
625,bisharp,16,700,172.0,65,125,100,60,70,70,dark,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
626,bouffalant,16,946,172.0,95,110,95,40,95,55,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
627,rufflet,5,105,70.0,70,83,50,37,50,60,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
628,braviary,15,410,179.0,100,123,75,57,75,80,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
629,vullaby,5,90,74.0,70,55,75,45,65,60,dark,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
630,mandibuzz,12,395,179.0,110,65,105,55,95,80,dark,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
631,heatmor,14,580,169.0,85,97,66,105,66,65,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
632,durant,3,330,169.0,58,109,112,48,48,109,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
633,deino,8,173,60.0,52,65,50,45,50,38,dark,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
634,zweilous,14,500,147.0,72,85,70,65,70,58,dark,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
635,hydreigon,18,1600,270.0,92,105,90,125,90,98,dark,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
636,larvesta,11,288,72.0,55,85,55,50,55,60,bug,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
637,volcarona,16,460,248.0,85,60,65,135,105,100,bug,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
638,cobalion,21,2500,261.0,91,90,129,90,72,108,steel,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
639,terrakion,19,2600,261.0,91,129,90,72,90,108,rock,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
640,virizion,20,2000,261.0,91,90,72,90,129,108,grass,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
641,tornadus-incarnate,15,630,261.0,79,115,70,125,80,111,flying,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
642,thundurus-incarnate,15,610,261.0,79,115,70,125,80,111,electric,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
643,reshiram,32,3300,306.0,100,120,100,150,120,90,dragon,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
644,zekrom,29,3450,306.0,100,150,120,120,100,90,dragon,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
645,landorus-incarnate,15,680,270.0,89,125,90,115,80,101,ground,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
646,kyurem,30,3250,297.0,125,130,90,130,90,95,dragon,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
647,keldeo-ordinary,14,485,261.0,91,72,90,129,90,108,water,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
648,meloetta-aria,6,65,270.0,100,77,77,128,128,90,normal,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
649,genesect,15,825,270.0,71,120,95,120,95,99,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
650,chespin,4,90,63.0,56,61,65,48,45,38,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
651,quilladin,7,290,142.0,61,78,95,56,58,57,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
652,chesnaught,16,900,239.0,88,107,122,74,75,64,grass,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
653,fennekin,4,94,61.0,40,45,40,62,60,60,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
654,braixen,10,145,143.0,59,59,58,90,70,73,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
655,delphox,15,390,240.0,75,69,72,114,100,104,fire,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
656,froakie,3,70,63.0,41,56,40,62,44,71,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
657,frogadier,6,109,142.0,54,63,52,83,56,97,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
658,greninja,15,400,239.0,72,95,67,103,71,122,water,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
659,bunnelby,4,50,47.0,38,36,38,32,36,57,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
660,diggersby,10,424,148.0,85,56,77,50,77,78,normal,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
661,fletchling,3,17,56.0,45,50,43,40,38,62,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
662,fletchinder,7,160,134.0,62,73,55,56,52,84,fire,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
663,talonflame,12,245,175.0,78,81,71,74,69,126,fire,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
664,scatterbug,3,25,40.0,38,35,40,27,25,35,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
665,spewpa,3,84,75.0,45,22,60,27,30,29,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
666,vivillon,12,170,185.0,80,52,50,90,50,89,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
667,litleo,6,135,74.0,62,50,58,73,54,72,fire,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
668,pyroar-male,15,815,177.0,86,68,72,109,66,106,fire,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
669,flabebe,1,1,61.0,44,38,39,61,79,42,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
670,floette,2,9,130.0,54,45,47,75,98,52,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
671,florges,11,100,248.0,78,65,68,112,154,75,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
672,skiddo,9,310,70.0,66,65,48,62,57,52,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
673,gogoat,17,910,186.0,123,100,62,97,81,68,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
674,pancham,6,80,70.0,67,82,62,46,48,43,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
675,pangoro,21,1360,173.0,95,124,78,69,71,58,fighting,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
676,furfrou,12,280,165.0,75,80,60,65,90,102,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
677,espurr,3,35,71.0,62,48,54,63,60,68,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
678,meowstic-male,6,85,163.0,74,48,76,83,81,104,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
679,honedge,8,20,65.0,45,80,100,35,37,28,steel,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
680,doublade,8,45,157.0,59,110,150,45,49,35,steel,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
681,aegislash-shield,17,530,234.0,60,50,140,50,140,60,steel,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
682,spritzee,2,5,68.0,78,52,60,63,65,23,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
683,aromatisse,8,155,162.0,101,72,72,99,89,29,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
684,swirlix,4,35,68.0,62,48,66,59,57,49,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
685,slurpuff,8,50,168.0,82,80,86,85,75,72,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
686,inkay,4,35,58.0,53,54,53,37,46,45,dark,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
687,malamar,15,470,169.0,86,92,88,68,75,73,dark,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
688,binacle,5,310,61.0,42,52,67,39,56,50,rock,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
689,barbaracle,13,960,175.0,72,105,115,54,86,68,rock,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
690,skrelp,5,73,64.0,50,60,60,60,60,30,poison,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
691,dragalge,18,815,173.0,65,75,90,97,123,44,poison,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
692,clauncher,5,83,66.0,50,53,62,58,63,44,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
693,clawitzer,13,353,100.0,71,73,88,120,89,59,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
694,helioptile,5,60,58.0,44,38,33,61,43,70,electric,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
695,heliolisk,10,210,168.0,62,55,52,109,94,109,electric,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
696,tyrunt,8,260,72.0,58,89,77,45,45,48,rock,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
697,tyrantrum,25,2700,182.0,82,121,119,69,59,71,rock,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
698,amaura,13,252,72.0,77,59,50,67,63,46,rock,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
699,aurorus,27,2250,104.0,123,77,72,99,92,58,rock,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
700,sylveon,10,235,184.0,95,65,65,110,130,60,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
701,hawlucha,8,215,175.0,78,92,75,74,63,118,fighting,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
702,dedenne,2,22,151.0,67,58,57,81,67,101,electric,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
703,carbink,3,57,100.0,50,50,150,50,150,50,rock,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
704,goomy,3,28,60.0,45,50,35,55,75,40,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
705,sliggoo,8,175,158.0,68,75,53,83,113,60,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
706,goodra,20,1505,270.0,90,100,70,110,150,80,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
707,klefki,2,30,165.0,57,80,91,80,87,75,steel,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
708,phantump,4,70,62.0,43,70,48,50,60,38,ghost,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
709,trevenant,15,710,166.0,85,110,76,65,82,56,ghost,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
710,pumpkaboo-average,4,50,67.0,49,66,70,44,55,51,ghost,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
711,gourgeist-average,9,125,173.0,65,90,122,58,75,84,ghost,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
712,bergmite,10,995,61.0,55,69,85,32,35,28,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
713,avalugg,20,5050,180.0,95,117,184,44,46,28,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
714,noibat,5,80,49.0,40,30,35,45,40,55,flying,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
715,noivern,15,850,187.0,85,70,80,97,80,123,flying,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
716,xerneas,30,2150,306.0,126,131,95,131,98,99,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
717,yveltal,58,2030,306.0,126,131,95,131,98,99,dark,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
718,zygarde-50,50,3050,270.0,108,100,121,81,95,95,dragon,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
719,diancie,7,88,270.0,50,100,150,100,150,50,rock,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
720,hoopa,5,90,270.0,80,110,60,150,130,70,psychic,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
721,volcanion,17,1950,270.0,80,110,120,130,90,70,fire,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
722,rowlet,3,15,64.0,68,55,55,50,50,42,grass,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
723,dartrix,7,160,147.0,78,75,75,70,70,52,grass,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
724,decidueye,16,366,239.0,78,107,75,100,100,70,grass,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
725,litten,4,43,64.0,45,65,40,60,40,70,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
726,torracat,7,250,147.0,65,85,50,80,50,90,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
727,incineroar,18,830,239.0,95,115,90,80,90,60,fire,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
728,popplio,4,75,64.0,50,54,54,66,56,40,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
729,brionne,6,175,147.0,60,69,69,91,81,50,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
730,primarina,18,440,239.0,80,74,74,126,116,60,water,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
731,pikipek,3,12,53.0,35,75,30,30,30,65,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
732,trumbeak,6,148,124.0,55,85,50,40,50,75,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
733,toucannon,11,260,218.0,80,120,75,75,75,60,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
734,yungoos,4,60,51.0,48,70,30,30,30,45,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
735,gumshoos,7,142,146.0,88,110,60,55,60,45,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
736,grubbin,4,44,60.0,47,62,45,55,45,46,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
737,charjabug,5,105,140.0,57,82,95,55,75,36,bug,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
738,vikavolt,15,450,225.0,77,70,90,145,75,43,bug,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
739,crabrawler,6,70,68.0,47,82,57,42,47,63,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
740,crabominable,17,1800,167.0,97,132,77,62,67,43,fighting,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
741,oricorio-baile,6,34,167.0,75,70,70,98,70,93,fire,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
742,cutiefly,1,2,61.0,40,45,40,55,40,84,bug,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
743,ribombee,2,5,162.0,60,55,60,95,70,124,bug,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,rockruff,5,92,56.0,45,65,40,30,40,60,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
745,lycanroc-midday,8,250,170.0,75,115,65,55,65,112,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
746,wishiwashi-solo,2,3,61.0,45,20,20,25,25,40,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
747,mareanie,4,80,61.0,50,53,62,43,52,45,poison,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
748,toxapex,7,145,173.0,50,63,152,53,142,35,poison,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
749,mudbray,10,1100,77.0,70,100,70,45,55,45,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
750,mudsdale,25,9200,175.0,100,125,100,55,85,35,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
751,dewpider,3,40,54.0,38,40,52,40,72,27,water,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
752,araquanid,18,820,159.0,68,70,92,50,132,42,water,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
753,fomantis,3,15,50.0,40,55,35,50,35,35,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
754,lurantis,9,185,168.0,70,105,90,80,90,45,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
755,morelull,2,15,57.0,40,35,55,65,75,15,grass,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
756,shiinotic,10,115,142.0,60,45,80,90,100,30,grass,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
757,salandit,6,48,64.0,48,44,40,71,40,77,poison,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
758,salazzle,12,222,168.0,68,64,60,111,60,117,poison,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
759,stufful,5,68,68.0,70,75,50,45,50,50,normal,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
760,bewear,21,1350,175.0,120,125,80,55,60,60,normal,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
761,bounsweet,3,32,42.0,42,30,38,30,38,32,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
762,steenee,7,82,102.0,52,40,48,40,48,62,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
763,tsareena,12,214,230.0,72,120,98,50,98,72,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
764,comfey,1,3,170.0,51,52,90,82,110,100,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
765,oranguru,15,760,172.0,90,60,80,90,110,60,normal,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
766,passimian,20,828,172.0,100,120,90,40,60,80,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
767,wimpod,5,120,46.0,25,35,40,20,30,80,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
768,golisopod,20,1080,186.0,75,125,140,60,90,40,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
769,sandygast,5,700,64.0,55,55,80,70,45,15,ghost,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
770,palossand,13,2500,168.0,85,75,110,100,75,35,ghost,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
771,pyukumuku,3,12,144.0,55,60,130,30,130,5,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
772,type-null,19,1205,107.0,95,95,95,95,95,59,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
773,silvally,23,1005,257.0,95,95,95,95,95,95,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
774,minior-red-meteor,3,400,154.0,60,60,100,60,100,60,rock,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
775,komala,4,199,168.0,65,115,65,75,95,65,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
776,turtonator,20,2120,170.0,60,78,135,91,85,36,fire,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
777,togedemaru,3,33,152.0,65,98,63,40,73,96,electric,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
778,mimikyu-disguised,2,7,167.0,55,90,80,50,105,96,ghost,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
779,bruxish,9,190,166.0,68,105,70,70,70,92,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
780,drampa,30,1850,170.0,78,60,85,135,91,36,normal,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781,dhelmise,39,2100,181.0,70,131,100,86,90,40,ghost,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
782,jangmo-o,6,297,60.0,45,55,65,45,45,45,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
783,hakamo-o,12,470,147.0,55,75,90,65,70,65,dragon,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
